date,match,WON,type,rating,promotion,event,participants
10.11.1993,Big Van Vader vs. Ric Flair,***1/4,Singles,6.22,World Championship Wrestling,WCW Clash Of The Champions #25,"Big Van Vader, Ric Flair"
23.10.1994,Arn Anderson vs. Dustin Rhodes,***1/4,Singles,6.22,World Championship Wrestling,WCW Halloween Havoc 1994,"Arn Anderson, Dustin Rhodes"
16.06.1996,Arn Anderson & Ric Flair vs. Kevin Greene & Steve McMichael,***1/2,Tag Team,6.22,World Championship Wrestling,WCW The Great American Bash 1996,"Arn Anderson, Ric Flair, Kevin Greene, Steve McMichael"
20.12.2007,AJ Styles vs. Kaz ,***1/2,Ladder,6.22,Total Nonstop Action Wrestling,TNA iMPACT #182,"AJ Styles, Kaz"
04.01.1995,Norio Honaga vs. The Great Sasuke,***3/4,Singles,6.22,New Japan Pro Wrestling,NJPW BATTLE 7,"Norio Honaga, The Great Sasuke"
28.02.1993,Danny Spivey vs. Kenta Kobashi,***1/4,Singles,6.22,All Japan Pro Wrestling,AJPW Excite Series 1993 - Tag 7,"Danny Spivey, Kenta Kobashi"
02.01.1997,Hiroshi Hase vs. Kentaro Shiga,***1/4,Singles,6.22,All Japan Pro Wrestling,AJPW New Year Giant Series 1997 - Tag 1,"Hiroshi Hase, Kentaro Shiga"
28.03.2010,Sheamus vs. Triple H,***1/4,Singles,6.22,World Wrestling Entertainment,"WWE WrestleMania XXVI - ""Get All Fired Up""","Sheamus, Triple H"
15.07.2012,Chris Jericho vs. John Cena vs. Kane vs. The Big Show vs. The Miz,***3/4,Money In The Bank Ladder,6.22,World Wrestling Entertainment,WWE Money In The Bank 2012,"Chris Jericho, John Cena, Kane, The Big Show, The Miz"
21.06.2013,"Don Fujii, Dragon Kid & Gamma vs. Genki Horiguchi HAGeeMee, Jimmy Kanda & Ryo Jimmy Saito vs. Kzy, Mondai Ryu & Uhaa Nation",***1/4,Nine Man Three Way Tag Team Elimination,6.22,Dragon Gate,Dragon Gate Kobe Pro-Wrestling Festival 2013,"Don Fujii, Dragon Kid, Gamma, Genki Horiguchi HAGeeMee, Jimmy Kanda, Ryo Jimmy Saito, Kzy, Mondai Ryu, Uhaa Nation"
06.08.2014,Hiroyoshi Tenzan vs. Tetsuya Naito,***1/4,Singles,6.22,New Japan Pro Wrestling,NJPW G1 Climax 24 - Tag 10,"Hiroyoshi Tenzan, Tetsuya Naito"
12.10.2014,Manik vs. Minoru Tanaka,***1/4,Singles,6.22,Total Nonstop Action Wrestling,TNA Bound For Glory 2014,"Manik, Minoru Tanaka"
01.03.2015,Alberto El Patron vs. Jay Lethal,***1/2,Singles,6.22,Ring Of Honor,ROH 13th Anniversary: Winner Takes All,"Alberto El Patron, Jay Lethal"
23.07.2014,Lance Archer vs. Tetsuya Naito,***1/4,Singles,6.22,New Japan Pro Wrestling,NJPW G1 Climax 24 - Tag 2,"Lance Archer, Tetsuya Naito"
04.06.2017,Apollo Crews vs. Kalisto,***1/4,Singles,6.22,World Wrestling Entertainment,WWE Extreme Rules 2017 Kickoff,"Apollo Crews, Kalisto"
13.07.2018,Rey Fenix   vs. Trevor Lee,***1/2,Singles,6.22,Pro Wrestling Guerrilla,PWG Threemendous V,"Rey Fenix, Trevor Lee"
26.11.1984,Roddy Piper vs. Tonga Kid,***1/4,Singles,6.22,World Wrestling Federation,WWF on MSG Network,"Roddy Piper, Tonga Kid"
11.07.2020,DOUKI vs. Master Wato,**3/4,Singles,6.22,New Japan Pro Wrestling,NJPW New Japan Cup 2020 - Tag 9,"DOUKI, Master Wato"
11.09.1995,Randy Savage vs. Scott Norton,**1/4,Singles,6.22,World Championship Wrestling,WCW Monday NITRO #2,"Randy Savage, Scott Norton"
24.09.2021,EVIL vs. Kazuchika Okada,***3/4,Singles,6.22,New Japan Pro Wrestling,NJPW G1 Climax 2021 - Tag 4,"EVIL, Kazuchika Okada"
08.10.2021,Tama Tonga vs. YOSHI-HASHI,***,Singles,6.22,New Japan Pro Wrestling,NJPW G1 Climax 2021 - Tag 12,"Tama Tonga, YOSHI-HASHI"
08.10.2021,Chase Owens vs. Hirooki Goto,***1/4,Singles,6.22,New Japan Pro Wrestling,NJPW G1 Climax 2021 - Tag 12,"Chase Owens, Hirooki Goto"
17.03.2002,Rob Van Dam vs. William Regal,,Singles,6.21,World Wrestling Federation,NA,"Rob Van Dam, William Regal"
03.01.2021,"Dan Tamura, Hikaru Sato & Shuji Ishikawa vs. Jake Lee, Koji Iwamoto & TAJIRI",,Six Man Tag Team,6.21,All Japan Pro Wrestling,NA,"Dan Tamura, Hikaru Sato, Shuji Ishikawa, Jake Lee, Koji Iwamoto, TAJIRI"
19.02.2021,"Cesaro, Daniel Bryan & Kevin Owens vs. Jey Uso, King Corbin & Sami Zayn",,Six Man Tag Team,6.21,World Wrestling Entertainment,NA,"Cesaro, Daniel Bryan, Kevin Owens, Jey Uso, King Corbin, Sami Zayn"
07.03.2021,Bea Priestley vs. Syuri vs. Utami Hayashishita,,Three Way,6.21,World Wonder Ring Stardom,NA,"Bea Priestley, Syuri, Utami Hayashishita"
22.03.2021,Bobby Lashley vs. Sheamus,,Singles,6.21,World Wrestling Entertainment,NA,"Bobby Lashley, Sheamus"
22.03.2021,Asuka vs. Peyton Royce,,Singles,6.21,World Wrestling Entertainment,NA,"Asuka, Peyton Royce"
23.03.2021,Ace Austin vs. TJP,,Singles,6.21,Impact Wrestling,NA,"Ace Austin, TJP"
23.03.2021,Eddie Edwards vs. Karl Anderson,,Singles,6.21,Impact Wrestling,NA,"Eddie Edwards, Karl Anderson"
24.03.2021,Jack Evans vs. Jungle Boy ,,Singles,6.21,All Elite Wrestling,NA,"Jack Evans, Jungle Boy"
12.04.2021,Hikari Noa & Sena Shiori vs. Mirai Maiumi & Miu Watanabe,,Tag Team,6.21,Tokyo Joshi Pro-Wrestling,NA,"Hikari Noa, Sena Shiori, Mirai Maiumi, Miu Watanabe"
21.04.2021,Christian Cage vs. Powerhouse Hobbs,,Singles,6.21,All Elite Wrestling,NA,"Christian Cage, Powerhouse Hobbs"
29.04.2021,Kotaro Suzuki vs. Yuya Susumu,,Singles,6.21,Pro Wrestling NOAH,NA,"Kotaro Suzuki, Yuya Susumu"
16.05.2021,Fukigen Death & Natsuko Tora vs. Mayu Iwatani & Starlight Kid,,Tag Team,6.21,World Wonder Ring Stardom,NA,"Fukigen Death, Natsuko Tora, Mayu Iwatani, Starlight Kid"
25.06.2021,Karl Fredericks vs. Tom Lawlor,,Singles,6.21,New Japan Pro Wrestling,NA,"Karl Fredericks, Tom Lawlor"
01.08.2021,Atsushi Kotoge & Kaito Kiyomiya vs. Great Muta & NOSAWA Rongai,,Tag Team,6.21,Pro Wrestling NOAH,NA,"Atsushi Kotoge, Kaito Kiyomiya, Great Muta, NOSAWA Rongai"
17.08.2021,Master Wato & Ryusuke Taguchi vs. Robbie Eagles & Tiger Mask,,Tag Team,6.21,New Japan Pro Wrestling,NA,"Master Wato, Ryusuke Taguchi, Robbie Eagles, Tiger Mask"
04.09.2021,Himeka vs. Mina Shirakawa,,Singles,6.21,World Wonder Ring Stardom,NA,"Himeka, Mina Shirakawa"
